module,function,co_emergence,co-presence_jaccard_index,co-presence_FET_p_value,co-presence_FET-odds_ratio
B612,EFEMP2,False,0.08333333333333333,0.026749988760508926,inf
B612,TFAP2C,False,0.5454545454545454,3.436570853830159e-12,inf
B612,COL8A1,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,CYSRT1,False,0.5833333333333334,5.841337272268625e-14,inf
B612,DDIAS,False,0.02702702702702703,0.5189048239895697,2.3142857142857145
B612,RERE,False,0.5833333333333334,5.841337272268625e-14,inf
B612,CLPP,False,0.5833333333333334,5.841337272268625e-14,inf
B612,FBLN1,False,0.07692307692307693,0.367499744394385,2.393939393939394
B612,VTN,False,0.5454545454545454,3.436570853830159e-12,inf
B612,CXCL5,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,SHANK3,False,0.5833333333333334,5.841337272268625e-14,inf
B612,HOXA1,False,0.5454545454545454,3.436570853830159e-12,inf
B612,ADAMTSL4,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,DYRK1A,True,0.972972972972973,1.3966829359652227e-29,inf
B612,KRTAP111,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,LTBP4,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,EGFL7,False,0.05555555555555555,0.09126466753585397,inf
B612,ZNF768,False,0.5833333333333334,5.841337272268625e-14,inf
B612,NLGN3,False,0.02702702702702703,0.5189048239895697,2.3142857142857145
B612,ATN1,False,0.5454545454545454,3.436570853830159e-12,inf
B612,LTBP1,True,0.972972972972973,1.3966829359652227e-29,inf
B612,EMILIN1,False,0.5454545454545454,3.436570853830159e-12,inf
B612,SGTA,False,0.5833333333333334,5.841337272268625e-14,inf
B612,HSPA5,False,0.027777777777777776,0.3050847457627119,inf
B612,HSD3B7,False,0.3902439024390244,2.258397599009895e-06,12.32
B612,TRIM42,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,FBLN7,False,0.027777777777777776,0.3050847457627119,inf
B612,OTX1,True,0.8571428571428571,1.9801891329527734e-24,inf
B612,GFI1B,True,0.8,3.3451052138809345e-22,inf
B612,LCE1A,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,LOXL1,False,0.08333333333333333,0.026749988760508926,inf
B612,PLSCR4,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,FAM110A,False,0.5833333333333334,5.841337272268625e-14,inf
B612,CAVIN1,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,ZFP41,False,0.02564102564102564,1.0,0.7523809523809524
B612,ZNF764,False,0.02564102564102564,1.0,0.7523809523809524
B612,BAG6,False,0.5833333333333334,5.841337272268625e-14,inf
B612,FBLN5,False,0.1282051282051282,0.05545942761122561,4.247311827956989
B612,DNAJC10,False,0.05555555555555555,0.09126466753585397,inf
B612,FBN2,False,0.5454545454545454,3.436570853830159e-12,inf
B612,ZNF747,False,0.05555555555555555,0.09126466753585397,inf
B612,ST14,False,0.02564102564102564,1.0,0.7523809523809524
B612,ITM2B,False,0.02564102564102564,1.0,0.7523809523809524
B612,ZNF460,False,0.05555555555555555,0.09126466753585397,inf
B612,MEOX2,True,0.8,3.3451052138809345e-22,inf
B612,NUFIP2,False,0.5454545454545454,3.436570853830159e-12,inf
B612,LAMA5,False,0.02564102564102564,1.0,0.7523809523809524
B612,IGFBP6,False,0.5833333333333334,5.841337272268625e-14,inf
B612,ZNF324,False,0.05555555555555555,0.09126466753585397,inf
B612,LOX,False,0.08333333333333333,0.026749988760508926,inf
B612,CACNA1A,False,0.36363636363636365,4.2711979762176966e-05,7.4
B612,LCE3A,False,0.36363636363636365,4.2711979762176966e-05,7.4
B612,ZNF408,False,0.08108108108108109,0.08397170384820628,7.363636363636363
B612,ZNF627,False,0.05555555555555555,0.09126466753585397,inf
B612,MRPL12,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,MFAP5,False,0.5454545454545454,3.436570853830159e-12,inf
B612,LTBP3,False,0.5833333333333334,5.841337272268625e-14,inf
B612,MFAP4,False,0.5454545454545454,3.436570853830159e-12,inf
B612,ASPH,False,0.10256410256410256,0.19798903893311182,3.2916666666666665
B612,FXR1,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,LINGO1,False,0.05405405405405406,0.2202940250865441,4.764705882352941
B612,IGFL3,False,0.02564102564102564,1.0,0.7523809523809524
B612,ELN,False,0.5454545454545454,3.436570853830159e-12,inf
B612,LCE1C,False,0.36363636363636365,4.2711979762176966e-05,7.4
B612,LCE2C,False,0.5833333333333334,5.841337272268625e-14,inf
B612,ZNF444,False,0.07692307692307693,0.367499744394385,2.393939393939394
B612,ECM1,False,0.02702702702702703,0.5189048239895697,2.3142857142857145
